level_0,index,News,clean_news
129929,130049, 'Farmers deploy laser leveller to save money and water,'farmers deploy laser leveller save money and water
162555,162697, found hanging,found hanging
20572,20611, 'Ahmedabad: Families here earn their bread by making rotis,'ahmedabad: families here earn their bread making rotis
172355,172504, 'Haryana breathes easier as positivity rate dips in 10 days,'haryana breathes easier positivity rate dips days
155850,155987, '30-yr-old man held on theft charge in Madurai,'30-yr-old man held theft charge madurai
117543,117659, 'Delhi: AIIMS video dissects steps for effective home isolation,'delhi: aiims video dissects steps for effective home isolation
146024,146152, 'Positivity rate further down despite high testing,'positivity rate further down despite high testing
171318,171466, govt plans to list LIC abroad,govt plans list lic abroad
18137,18174, 'Prolonged monsoon stings bees,'prolonged monsoon stings bees
174339,174488,"""EXCLUSIVE: Chiranjeevi's promise to Meghana Raj Sarja - Naanu phoenix bird idhange","""exclusive: chiranjeevi's promise meghana raj sarja naanu phoenix bird idhange"
37892,37953, 'Yashodhara Raje Scindia hosts the final match of Maharaja Jiwaji Rao Scindia Gold Cup 2020 in Delhi,'yashodhara raje scindia hosts the final match maharaja jiwaji rao scindia gold cup 2020 delhi
114327,114443, 'Govt should pay pvt schools: SAD,'govt should pay pvt schools: sad
17103,17139, 'Coronavirus scare: 436 under observation in Kerala,'coronavirus scare: 436 under observation kerala
74529,74621, 'Complete lockdown for 48 hours in Narasaraopet,'complete lockdown for hours narasaraopet
170446,170594, 'Doon to soon have a dedicated lane for cyclists,'doon soon have dedicated lane for cyclists
225334,225525, 'Karnataka: Buffalo exemption a relief for meat traders,'karnataka: buffalo exemption relief for meat traders
14413,14445, 'Meerut: BSF jawan killed by wife,'meerut: bsf jawan killed wife
65609,65696, 'Construction green light for four realty projects in Kolkata,'construction green light for four realty projects kolkata
145172,145300, 107 more cases in Bareilly,107 more cases bareilly
68212,68300, 'Chullikkal in dist identified as Covid hotspot,'chullikkal dist identified covid hotspot
208944,209121, 'People polluting waterbodies should be booked under Goondas: HC,'people polluting waterbodies should booked under goondas:
62376,62462, actress Zoa Morani shares her experience,actress zoa morani shares her experience
66140,66228, 'Food shortage in Mumbra may lead to unrest,'food shortage mumbra may lead unrest
24368,24409, e-vehicle run in India,e-vehicle run india
72918,73009, 'Containment zones to get Kabasura Kudineer,'containment zones get kabasura kudineer
138190,138313, 'Chandigarh: Goodbye to receipts,'chandigarh: goodbye receipts
48703,48776, locals stage dharna at temporary hosp,locals stage dharna temporary hosp
76640,76733, 'Two M’luru residents stranded on cruise ship return home,'two m’luru residents stranded cruise ship return home
199789,199960, 'New police sub-division to be formed in Mettupalayam,'new police sub-division formed mettupalayam
84499,84595, 'Saqib Saleem gets chiseled during the lockdown,'saqib saleem gets chiseled during the lockdown
129642,129762, 'Covid-19 positive woman commits suicide in Warangal,'covid-19 positive woman commits suicide warangal
89791,89893, 'At 211,'at 211
42428,42496, 'Four killed in three separate incidents in Andhra Pradesh,'four killed three separate incidents andhra pradesh
187581,187744, 'Anti-cracker campaign in Delhi from November 3,'anti-cracker campaign delhi from november
106773,106885, 'Tejashwi lashes out at govt over waterlogging,'tejashwi lashes out govt over waterlogging
176912,177064, 'Big B to be Lord Buddha’s voice in Sarnath show,'big lord buddha’s voice sarnath show
135471,135593, 'Goa govt didn’t include Collem locals in railway inspection: Sarpanch,'goa govt didn’t include collem locals railway inspection: sarpanch
158934,159073, 'UP to provide broadband uplink to schools in nearly 28,'up provide broadband uplink schools nearly
77059,77152, 'Man bites wife’s nose as she threatens to leave,'man bites wife’s nose she threatens leave
86492,86592, 'Two dupe migrants by charging four times the ticket fares to UP,'two dupe migrants charging four times the ticket fares
149899,150031, 'Punjabi star,'punjabi star
208918,209095, 'Take virtual tour of INS Mysore,'take virtual tour ins mysore
101710,101818, '#LockdownLearnings: Ihana Dhillon turns sketch artist,'#lockdownlearnings: ihana dhillon turns sketch artist
225325,225516, 'Bengaluru: Five of gang stealing tractors land in custody; 14 vehicles seized,'bengaluru: five gang stealing tractors land custody; vehicles seized
47774,47846, Noida,noida
184524,184685, medicines seized,medicines seized
203231,203403, 'Villagers block Bhind-Lipulekh highway after truck runs over girl,'villagers block bhind-lipulekh highway after truck runs over girl
22232,22272, 'Rejected by hotels,'rejected hotels
34845,34903, 'Naidu questions CM Jagan’s absence from Trump dinner hosted by Prez,'naidu questions jagan’s absence from trump dinner hosted prez
9289,9314, 'Garbage dumped on a busy Pycrofts Garden Road,'garbage dumped busy pycrofts garden road
215886,216071, corona current splits Ahmedabad,corona current splits ahmedabad
10097,10122, 'Vice president Venkaiah Naidu dragged into Thiruvalluvar controversy,'vice president venkaiah naidu dragged into thiruvalluvar controversy
47916,47989, 'Bihar: Rs 8 lakh looted from bank in Vaishali,'bihar: lakh looted from bank vaishali
158665,158804, patient gets bed vacated after death,patient gets bed vacated after death
18503,18540, 'India urges Israel,'india urges israel
174448,174597, Chitrakoot tops in Bundelkhand region,chitrakoot tops bundelkhand region
95595,95700, 'Admin nod must for wedding party in Uttar Pradesh,'admin nod must for wedding party uttar pradesh
63369,63456, 'Ready to fight Covid-19 but won’t rejoin,'ready fight covid-19 but won’t rejoin
52932,53009, Richa Chadha cooks food,richa chadha cooks food
63375,63462, 'NIT Warangal bags project on Covid-19,'nit warangal bags project covid-19
186109,186272, Mirae eye Chinese cos’ stake in fintech lender,mirae eye chinese cos’ stake fintech lender
196102,196268, 'Vijayawada: Over Rs 50 lakh stock damaged as fire guts warehouse,'vijayawada: over lakh stock damaged fire guts warehouse
26165,26211, '‘Go for reverse tendering for Karthikavanam project’,'‘go for reverse tendering for karthikavanam project’
201262,201434, 'Social distancing takes devotion of Ven Fr Agnelo online,'social distancing takes devotion ven agnelo online
206585,206760, Shimla geologist spends 8 months in Mumbai for kidney transplant,shimla geologist spends months mumbai for kidney transplant
13496,13528, '‘Making mark in life more vital than scoring marks’,'‘making mark life more vital than scoring marks’
28877,28928, traffic halted for two hours,traffic halted for two hours
207997,208174, Kerala: IMD,kerala: imd
54676,54755, 'Claims of red zone in Hyd false: Officials,'claims red zone hyd false: officials
176178,176329," Trump tells supporters at White House""","trump tells supporters white house"""
149460,149592, cripple RT-PCR testing,cripple rt-pcr testing
207589,207765, 'FIR against Amt MLC poll independent candidate,'fir against amt mlc poll independent candidate
223040,223230, 'Devotees to take bath in Panchalinga falls,'devotees take bath panchalinga falls
173011,173160, three injured in road accident in Sirumugai,three injured road accident sirumugai
166020,166163, 'Bharat Biotech in pact with WashU for intranasal Covid-19 vaccine development,'bharat biotech pact with washu for intranasal covid-19 vaccine development
124762,124881, valve mask ‘worse than no mask’,valve mask ‘worse than mask’
2123,2130, no end to Uruli Devachi waste woes,end uruli devachi waste woes
86213,86312, '180 students return from New Delhi,'180 students return from new delhi
20619,20658, 'Ranjeet Bachchan asked me to take a different morning walk route: Wife,'ranjeet bachchan asked take different morning walk route: wife
28761,28812, 'Manual openef,'manual openef
154606,154742, 'Housing societies rue delay in Covid-19 testing camps,'housing societies rue delay covid-19 testing camps
95018,95122, says SWR,says swr
221288,221476, 'To save wildlife,'to save wildlife
124286,124405, 'Fake items push KVIC to sell khadi masks online,'fake items push kvic sell khadi masks online
46451,46522, 'Coronavirus in Mumbai: Home quarantine for over 700 proves easier said than done,'coronavirus mumbai: home quarantine for over 700 proves easier said than done
93233,93336, 'Goa: Maharashtra man tests Covid-19 positive,'goa: maharashtra man tests covid-19 positive
106771,106883, 'Two wheeler firms up production as rural demand kicks off,'two wheeler firms production rural demand kicks off
69563,69651, 'Police nab 6 migrants who fled from camp,'police nab migrants who fled from camp
203597,203770, '‘Local producers of feni will lose out’,'‘local producers feni will lose out’
99479,99586, some residents allege,some residents allege
182492,182648, teen found pregnant,teen found pregnant
226317,226509, 'UP farmer in Rs 90,'up farmer
215992,216177, 'Doctor left towel inside woman’s body during c-section: Husband,'doctor left towel inside woman’s body during c-section: husband
87202,87303, 'Villagers attack police team conducting raid; 3 cops injured,'villagers attack police team conducting raid; cops injured
100077,100184, 'No statement to media without permission: IIT-Kharagpur to faculty,'no statement media without permission: iit-kharagpur faculty
34337,34395, industry bodies,industry bodies
134742,134864, 'Kolkata: Rs 103 crore tender boost for New Garia Metro,'kolkata: 103 crore tender boost for new garia metro
174618,174767, 'Aliyar Dam opened for irrigation,'aliyar dam opened for irrigation
103405,103515, 'Containment zone in Sattari sealed,'containment zone sattari sealed
198437,198607, 'With less than 15 cases in hosps,'with less than cases hosps
75729,75822, erases govt’s subsidy bill,erases govt’s subsidy bill
118656,118774, 'Water level at reservoirs across Karnataka rise as monsoon intensifies,'water level reservoirs across karnataka rise monsoon intensifies
154366,154502, 'Bombay HC stay on fee hike GR: No SC relief for Maharashtra,'bombay stay fee hike gr: relief for maharashtra
31528,31581, skills as education gets over Rs 39k crore,skills education gets over 39k crore
198760,198930, but Bolsonaro stymied,but bolsonaro stymied
113282,113398, 'MP writes to CM,'mp writes
8612,8637, 'Docu crisis for NT women,'docu crisis for women
30015,30066, 'BJP seizes upon ex-cop Maria’s book to attack Congress,'bjp seizes upon ex-cop maria’s book attack congress
203887,204060, 'Juvenile among 2 held for killing Class XII student,'juvenile among held for killing class xii student
136756,136878," ""Sushant Singh Rajput's flatmate Siddharth Pithani says he didn't find any torn pages in SSR's diary""","""sushant singh rajput's flatmate siddharth pithani says didn't find any torn pages ssr's diary"""
